bp,name
GO:0060294,cilium movement involved in cell motility
GO:0060320,rejection of self pollen
GO:0060341,regulation of cellular localization
GO:0060548,negative regulation of cell death
GO:0060560,developmental growth involved in morphogenesis
GO:0060627,regulation of vesicle-mediated transport
GO:0060628,regulation of ER to Golgi vesicle-mediated transport
GO:0060688,regulation of morphogenesis of a branching structure
GO:0060918,auxin transport
GO:0060919,auxin import into cell
GO:0060962,regulation of ribosomal protein gene transcription by RNA polymerase II
GO:0060964,regulation of miRNA-mediated gene silencing
GO:0060966,regulation of gene silencing by RNA
GO:0061013,regulation of mRNA catabolic process
GO:0061014,positive regulation of mRNA catabolic process
GO:0061015,snRNA import into nucleus
GO:0061024,membrane organization
GO:0061025,membrane fusion
GO:0061077,chaperone-mediated protein folding
GO:0061083,regulation of protein refolding
GO:0061136,regulation of proteasomal protein catabolic process
GO:0061137,bud dilation
GO:0061157,mRNA destabilization
GO:0061458,reproductive system development
GO:0061504,cyclic threonylcarbamoyladenosine biosynthetic process
GO:0061512,protein localization to cilium
GO:0061572,actin filament bundle organization
GO:0061615,glycolytic process through fructose-6-phosphate
GO:0061635,regulation of protein complex stability
GO:0061640,cytoskeleton-dependent cytokinesis
GO:0061647,histone H3-K9 modification
GO:0061687,detoxification of inorganic compound
GO:0061709,reticulophagy
GO:0061726,mitochondrion disassembly
GO:0061727,methylglyoxal catabolic process to lactate
GO:0061780,mitotic cohesin loading
GO:0061817,endoplasmic reticulum-plasma membrane tethering
GO:0061912,selective autophagy
GO:0061919,process utilizing autophagic mechanism
GO:0061951,establishment of protein localization to plasma membrane
GO:0061982,meiosis I cell cycle process
GO:0061983,meiosis II cell cycle process
GO:0062012,regulation of small molecule metabolic process
GO:0062013,positive regulation of small molecule metabolic process
GO:0062014,negative regulation of small molecule metabolic process
GO:0062197,cellular response to chemical stress
GO:0065001,specification of axis polarity
GO:0065002,intracellular protein transmembrane transport
GO:0065003,protein-containing complex assembly
GO:0065004,protein-DNA complex assembly
GO:0065007,biological regulation
GO:0065008,regulation of biological quality
GO:0065009,regulation of molecular function
GO:0070070,proton-transporting V-type ATPase complex assembly
GO:0070071,proton-transporting two-sector ATPase complex assembly
GO:0070072,vacuolar proton-transporting V-type ATPase complex assembly
GO:0070076,histone lysine demethylation
GO:0070084,protein initiator methionine removal
GO:0070085,glycosylation
GO:0070125,mitochondrial translational elongation
GO:0070127,tRNA aminoacylation for mitochondrial protein translation
GO:0070143,mitochondrial alanyl-tRNA aminoacylation
GO:0070150,mitochondrial glycyl-tRNA aminoacylation
GO:0070158,mitochondrial seryl-tRNA aminoacylation
GO:0070178,D-serine metabolic process
GO:0070179,D-serine biosynthetic process
GO:0070189,kynurenine metabolic process
GO:0070192,chromosome organization involved in meiotic cell cycle
GO:0070193,synaptonemal complex organization
GO:0070197,meiotic attachment of telomere to nuclear envelope
GO:0070199,establishment of protein localization to chromosome
GO:0070201,regulation of establishment of protein localization
GO:0070212,protein poly-ADP-ribosylation
GO:0070291,N-acylethanolamine metabolic process
GO:0070297,regulation of phosphorelay signal transduction system
GO:0070298,negative regulation of phosphorelay signal transduction system
GO:0070370,cellular heat acclimation
GO:0070407,oxidation-dependent protein catabolic process
GO:0070413,trehalose metabolism in response to stress
GO:0070417,cellular response to cold
GO:0070475,rRNA base methylation
GO:0070476,rRNA (guanine-N7)-methylation
GO:0070481,"nuclear-transcribed mRNA catabolic process, non-stop decay"
GO:0070482,response to oxygen levels
GO:0070483,detection of hypoxia
GO:0070507,regulation of microtubule cytoskeleton organization
GO:0070509,calcium ion import
GO:0070525,tRNA threonylcarbamoyladenosine metabolic process
GO:0070534,protein K63-linked ubiquitination
GO:0070536,protein K63-linked deubiquitination
GO:0070537,histone H2A K63-linked deubiquitination
GO:0070542,response to fatty acid
GO:0070544,histone H3-K36 demethylation
GO:0070574,cadmium ion transmembrane transport
GO:0070585,protein localization to mitochondrion
GO:0070588,calcium ion transmembrane transport
GO:0070589,cellular component macromolecule biosynthetic process
GO:0070592,cell wall polysaccharide biosynthetic process
GO:0070601,centromeric sister chromatid cohesion
GO:0070646,protein modification by small protein removal
GO:0070647,protein modification by small protein conjugation or removal
GO:0070651,nonfunctional rRNA decay
GO:0070676,intralumenal vesicle formation
GO:0070681,glutaminyl-tRNAGln biosynthesis via transamidation
GO:0070682,proteasome regulatory particle assembly
GO:0070726,cell wall assembly
GO:0070727,cellular macromolecule localization
GO:0070734,histone H3-K27 methylation
GO:0070778,L-aspartate transmembrane transport
GO:0070813,hydrogen sulfide metabolic process
GO:0070814,hydrogen sulfide biosynthetic process
GO:0070816,phosphorylation of RNA polymerase II C-terminal domain
GO:0070828,heterochromatin organization
GO:0070861,regulation of protein exit from endoplasmic reticulum
GO:0070863,positive regulation of protein exit from endoplasmic reticulum
GO:0070887,cellular response to chemical stimulus
GO:0070897,transcription preinitiation complex assembly
GO:0070898,RNA polymerase III preinitiation complex assembly
GO:0070899,mitochondrial tRNA wobble uridine modification
GO:0070900,mitochondrial tRNA modification
GO:0070914,UV-damage excision repair
GO:0070918,small regulatory ncRNA processing
GO:0070920,regulation of production of small RNA involved in gene silencing by RNA
GO:0070925,organelle assembly
GO:0070932,histone H3 deacetylation
GO:0070940,dephosphorylation of RNA polymerase II C-terminal domain
GO:0070966,"nuclear-transcribed mRNA catabolic process, no-go decay"
GO:0070972,protein localization to endoplasmic reticulum
GO:0070973,protein localization to endoplasmic reticulum exit site
GO:0070979,protein K11-linked ubiquitination
GO:0070987,error-free translesion synthesis
GO:0070988,demethylation
GO:0070989,oxidative demethylation
GO:0071025,RNA surveillance
GO:0071027,nuclear RNA surveillance
GO:0071028,nuclear mRNA surveillance
GO:0071029,nuclear ncRNA surveillance
GO:0071034,CUT catabolic process
GO:0071035,nuclear polyadenylation-dependent rRNA catabolic process
GO:0071036,nuclear polyadenylation-dependent snoRNA catabolic process
GO:0071037,nuclear polyadenylation-dependent snRNA catabolic process
GO:0071038,nuclear polyadenylation-dependent tRNA catabolic process
GO:0071039,nuclear polyadenylation-dependent CUT catabolic process
GO:0071040,nuclear polyadenylation-dependent antisense transcript catabolic process
GO:0071041,antisense RNA transcript catabolic process
GO:0071042,nuclear polyadenylation-dependent mRNA catabolic process
GO:0071043,CUT metabolic process
GO:0071044,histone mRNA catabolic process
GO:0071046,nuclear polyadenylation-dependent ncRNA catabolic process
GO:0071047,polyadenylation-dependent mRNA catabolic process
GO:0071051,polyadenylation-dependent snoRNA 3'-end processing
GO:0071071,regulation of phospholipid biosynthetic process
GO:0071076,RNA 3' uridylation
GO:0071103,DNA conformation change
GO:0071106,"adenosine 3',5'-bisphosphate transmembrane transport"
GO:0071108,protein K48-linked deubiquitination
GO:0071139,resolution of recombination intermediates
GO:0071140,resolution of mitotic recombination intermediates
GO:0071163,DNA replication preinitiation complex assembly
GO:0071168,protein localization to chromatin
GO:0071169,establishment of protein localization to chromatin
GO:0071173,spindle assembly checkpoint signaling
GO:0071174,mitotic spindle checkpoint signaling
GO:0071214,cellular response to abiotic stimulus
GO:0071215,cellular response to abscisic acid stimulus
GO:0071216,cellular response to biotic stimulus
GO:0071218,cellular response to misfolded protein
GO:0071229,cellular response to acid chemical
GO:0071230,cellular response to amino acid stimulus
GO:0071241,cellular response to inorganic substance
GO:0071248,cellular response to metal ion
GO:0071249,cellular response to nitrate
GO:0071260,cellular response to mechanical stimulus
GO:0071265,L-methionine biosynthetic process
GO:0071266,'de novo' L-methionine biosynthetic process
GO:0071267,L-methionine salvage
GO:0071276,cellular response to cadmium ion
GO:0071277,cellular response to calcium ion
GO:0071310,cellular response to organic substance
GO:0071322,cellular response to carbohydrate stimulus
GO:0071323,cellular response to chitin
GO:0071365,cellular response to auxin stimulus
GO:0071367,cellular response to brassinosteroid stimulus
GO:0071368,cellular response to cytokinin stimulus
GO:0071369,cellular response to ethylene stimulus
GO:0071370,cellular response to gibberellin stimulus
GO:0071383,cellular response to steroid hormone stimulus
GO:0071395,cellular response to jasmonic acid stimulus
GO:0071396,cellular response to lipid
GO:0071398,cellular response to fatty acid
GO:0071407,cellular response to organic cyclic compound
GO:0071417,cellular response to organonitrogen compound
GO:0071421,manganese ion transmembrane transport
GO:0071422,succinate transmembrane transport
GO:0071423,malate transmembrane transport
GO:0071446,cellular response to salicylic acid stimulus
GO:0071450,cellular response to oxygen radical
GO:0071451,cellular response to superoxide
GO:0071452,cellular response to singlet oxygen
GO:0071453,cellular response to oxygen levels
GO:0071456,cellular response to hypoxia
GO:0071459,"protein localization to chromosome, centromeric region"
GO:0071462,cellular response to water stimulus
GO:0071466,cellular response to xenobiotic stimulus
GO:0071470,cellular response to osmotic stress
GO:0071472,cellular response to salt stress
GO:0071478,cellular response to radiation
GO:0071479,cellular response to ionizing radiation
GO:0071480,cellular response to gamma radiation
GO:0071481,cellular response to X-ray
GO:0071482,cellular response to light stimulus
GO:0071483,cellular response to blue light
GO:0071484,cellular response to light intensity
GO:0071486,cellular response to high light intensity
GO:0071489,cellular response to red or far red light
GO:0071493,cellular response to UV-B
GO:0071495,cellular response to endogenous stimulus
GO:0071496,cellular response to external stimulus
GO:0071501,cellular response to sterol depletion
GO:0071528,tRNA re-export from nucleus
GO:0071545,inositol phosphate catabolic process
GO:0071554,cell wall organization or biogenesis
GO:0071555,cell wall organization
GO:0071569,protein ufmylation
GO:0071577,zinc ion transmembrane transport
GO:0071585,detoxification of cadmium ion
GO:0071586,CAAX-box protein processing
GO:0071596,ubiquitin-dependent protein catabolic process via the N-end rule pathway
GO:0071616,acyl-CoA biosynthetic process
GO:0071668,plant-type cell wall assembly
GO:0071669,plant-type cell wall organization or biogenesis
GO:0071692,protein localization to extracellular region
GO:0071695,anatomical structure maturation
GO:0071702,organic substance transport
GO:0071704,organic substance metabolic process
GO:0071705,nitrogen compound transport
GO:0071709,membrane assembly
GO:0071712,ER-associated misfolded protein catabolic process
GO:0071715,icosanoid transport
GO:0071763,nuclear membrane organization
GO:0071786,endoplasmic reticulum tubular network organization
GO:0071805,potassium ion transmembrane transport
GO:0071806,protein transmembrane transport
GO:0071816,tail-anchored membrane protein insertion into ER membrane
GO:0071824,protein-DNA complex subunit organization
GO:0071826,ribonucleoprotein complex subunit organization
GO:0071840,cellular component organization or biogenesis
GO:0071894,histone H2B conserved C-terminal lysine ubiquitination
GO:0071897,DNA biosynthetic process
GO:0071900,regulation of protein serine/threonine kinase activity
GO:0071901,negative regulation of protein serine/threonine kinase activity
GO:0071902,positive regulation of protein serine/threonine kinase activity
GO:0071918,urea transmembrane transport
GO:0071921,cohesin loading
GO:0071922,regulation of cohesin loading
GO:0071932,replication fork reversal
GO:0071934,thiamine transmembrane transport
GO:0071941,nitrogen cycle metabolic process
GO:0071951,conversion of methionyl-tRNA to N-formyl-methionyl-tRNA
GO:0071963,establishment or maintenance of cell polarity regulating cell shape
GO:0071985,multivesicular body sorting pathway
GO:0071988,protein localization to spindle pole body
GO:0072318,clathrin coat disassembly
GO:0072319,vesicle uncoating
GO:0072329,monocarboxylic acid catabolic process
GO:0072330,monocarboxylic acid biosynthetic process
GO:0072334,UDP-galactose transmembrane transport
GO:0072337,modified amino acid transport
GO:0072344,rescue of stalled ribosome
GO:0072348,sulfur compound transport
GO:0072350,tricarboxylic acid metabolic process
GO:0072351,tricarboxylic acid biosynthetic process
GO:0072359,circulatory system development
GO:0072387,flavin adenine dinucleotide metabolic process
GO:0072388,flavin adenine dinucleotide biosynthetic process
GO:0072396,response to cell cycle checkpoint signaling
GO:0072402,response to DNA integrity checkpoint signaling
GO:0072423,response to DNA damage checkpoint signaling
GO:0072488,ammonium transmembrane transport
GO:0072503,cellular divalent inorganic cation homeostasis
GO:0072506,trivalent inorganic anion homeostasis
GO:0072507,divalent inorganic cation homeostasis
GO:0072521,purine-containing compound metabolic process
GO:0072522,purine-containing compound biosynthetic process
GO:0072523,purine-containing compound catabolic process
GO:0072524,pyridine-containing compound metabolic process
GO:0072525,pyridine-containing compound biosynthetic process
GO:0072526,pyridine-containing compound catabolic process
GO:0072527,pyrimidine-containing compound metabolic process
GO:0072528,pyrimidine-containing compound biosynthetic process
GO:0072529,pyrimidine-containing compound catabolic process
GO:0072530,purine-containing compound transmembrane transport
GO:0072531,pyrimidine-containing compound transmembrane transport
GO:0072583,clathrin-dependent endocytosis
GO:0072593,reactive oxygen species metabolic process
GO:0072594,establishment of protein localization to organelle
GO:0072595,maintenance of protein localization in organelle
GO:0072596,establishment of protein localization to chloroplast
GO:0072598,protein localization to chloroplast
GO:0072599,establishment of protein localization to endoplasmic reticulum
GO:0072655,establishment of protein localization to mitochondrion
GO:0072657,protein localization to membrane
GO:0072659,protein localization to plasma membrane
GO:0072662,protein localization to peroxisome
GO:0072663,establishment of protein localization to peroxisome
GO:0072665,protein localization to vacuole
GO:0072666,establishment of protein localization to vacuole
GO:0072684,"mitochondrial tRNA 3'-trailer cleavage, endonucleolytic"
GO:0072698,protein localization to microtubule cytoskeleton
GO:0080009,mRNA methylation
GO:0080024,indolebutyric acid metabolic process
GO:0080026,response to indolebutyric acid
GO:0080028,nitrile biosynthetic process
GO:0080029,cellular response to boron-containing substance levels
GO:0080036,regulation of cytokinin-activated signaling pathway
GO:0080037,negative regulation of cytokinin-activated signaling pathway
GO:0080050,regulation of seed development
GO:0080065,4-alpha-methyl-delta7-sterol oxidation
GO:0080088,spermidine hydroxycinnamate conjugate biosynthetic process
GO:0080090,regulation of primary metabolic process
GO:0080092,regulation of pollen tube growth
GO:0080110,sporopollenin biosynthetic process
GO:0080111,DNA demethylation
GO:0080112,seed growth
GO:0080113,regulation of seed growth
GO:0080120,CAAX-box protein maturation
GO:0080134,regulation of response to stress
GO:0080135,regulation of cellular response to stress
GO:0080140,regulation of jasmonic acid metabolic process
GO:0080141,regulation of jasmonic acid biosynthetic process
GO:0080142,regulation of salicylic acid biosynthetic process
GO:0080143,regulation of amino acid export
GO:0080147,root hair cell development
GO:0080148,negative regulation of response to water deprivation
GO:0080152,regulation of reductive pentose-phosphate cycle
GO:0080153,negative regulation of reductive pentose-phosphate cycle
GO:0080154,regulation of fertilization
GO:0080155,regulation of double fertilization forming a zygote and endosperm
GO:0080156,mitochondrial mRNA modification
GO:0080162,endoplasmic reticulum to cytosol auxin transport
GO:0080163,regulation of protein serine/threonine phosphatase activity
GO:0080167,response to karrikin
GO:0080175,phragmoplast microtubule organization
GO:0080182,histone H3-K4 trimethylation
GO:0080183,response to photooxidative stress
GO:0080187,floral organ senescence
GO:0080188,gene silencing by RNA-directed DNA methylation
GO:0089718,amino acid import across plasma membrane
GO:0090058,metaxylem development
GO:0090063,positive regulation of microtubule nucleation
GO:0090066,regulation of anatomical structure size
GO:0090068,positive regulation of cell cycle process
GO:0090069,regulation of ribosome biogenesis
GO:0090071,negative regulation of ribosome biogenesis
GO:0090087,regulation of peptide transport
GO:0090110,COPII-coated vesicle cargo loading
GO:0090113,regulation of ER to Golgi vesicle-mediated transport by GTP hydrolysis
GO:0090114,COPII-coated vesicle budding
GO:0090116,C-5 methylation of cytosine
GO:0090143,nucleoid organization
GO:0090148,membrane fission
GO:0090150,establishment of protein localization to membrane
GO:0090151,establishment of protein localization to mitochondrial membrane
GO:0090153,regulation of sphingolipid biosynthetic process
GO:0090156,cellular sphingolipid homeostasis
GO:0090158,endoplasmic reticulum membrane organization
GO:0090160,Golgi to lysosome transport
GO:0090169,regulation of spindle assembly
GO:0090174,organelle membrane fusion
GO:0090207,regulation of triglyceride metabolic process
GO:0090220,chromosome localization to nuclear envelope involved in homologous chromosome segregation
GO:0090224,regulation of spindle organization
GO:0090227,regulation of red or far-red light signaling pathway
GO:0090228,positive regulation of red or far-red light signaling pathway
GO:0090231,regulation of spindle checkpoint
GO:0090266,regulation of mitotic cell cycle spindle assembly checkpoint
GO:0090304,nucleic acid metabolic process
GO:0090305,nucleic acid phosphodiester bond hydrolysis
GO:0090307,mitotic spindle assembly
GO:0090316,positive regulation of intracellular protein transport
GO:0090329,regulation of DNA-templated DNA replication
GO:0090332,stomatal closure
GO:0090333,regulation of stomatal closure
GO:0090351,seedling development
GO:0090354,regulation of auxin metabolic process
GO:0090355,positive regulation of auxin metabolic process
GO:0090356,negative regulation of auxin metabolic process
GO:0090374,oligopeptide export from mitochondrion
GO:0090391,granum assembly
GO:0090399,replicative senescence
GO:0090407,organophosphate biosynthetic process
GO:0090435,protein localization to nuclear envelope
GO:0090480,purine nucleotide-sugar transmembrane transport
GO:0090481,pyrimidine nucleotide-sugar transmembrane transport
GO:0090501,RNA phosphodiester bond hydrolysis
GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic"
GO:0090503,"RNA phosphodiester bond hydrolysis, exonucleolytic"
GO:0090506,axillary shoot meristem initiation
GO:0090522,vesicle tethering involved in exocytosis
GO:0090529,cell septum assembly
GO:0090549,response to carbon starvation
GO:0090558,plant epidermis development
GO:0090559,regulation of membrane permeability
GO:0090567,reproductive shoot system development
GO:0090610,bundle sheath cell fate specification
GO:0090615,mitochondrial mRNA processing
GO:0090626,plant epidermis morphogenesis
GO:0090627,plant epidermal cell differentiation
GO:0090630,activation of GTPase activity
GO:0090646,mitochondrial tRNA processing
GO:0090656,t-circle formation
GO:0090657,telomeric loop disassembly
GO:0090691,formation of plant organ boundary
GO:0090693,plant organ senescence
GO:0090696,post-embryonic plant organ development
GO:0090697,post-embryonic plant organ morphogenesis
GO:0090698,post-embryonic plant morphogenesis
GO:0090701,specification of plant organ identity
GO:0090708,specification of plant organ axis polarity
GO:0090735,DNA repair complex assembly
GO:0090737,telomere maintenance via telomere trimming
GO:0097010,eukaryotic translation initiation factor 4F complex assembly
GO:0097035,regulation of membrane lipid distribution
GO:0097036,regulation of plasma membrane sterol distribution
GO:0097052,L-kynurenine metabolic process
GO:0097054,L-glutamate biosynthetic process
GO:0097064,ncRNA export from nucleus
GO:0097164,ammonium ion metabolic process
GO:0097190,apoptotic signaling pathway
GO:0097191,extrinsic apoptotic signaling pathway
GO:0097192,extrinsic apoptotic signaling pathway in absence of ligand
GO:0097193,intrinsic apoptotic signaling pathway
GO:0097237,cellular response to toxic substance
GO:0097240,chromosome attachment to the nuclear envelope
GO:0097250,mitochondrial respirasome assembly
GO:0097272,ammonium homeostasis
GO:0097275,cellular ammonium homeostasis
GO:0097305,response to alcohol
GO:0097306,cellular response to alcohol
GO:0097345,mitochondrial outer membrane permeabilization
GO:0097352,autophagosome maturation
GO:0097354,prenylation
GO:0097384,cellular lipid biosynthetic process
GO:0097428,protein maturation by iron-sulfur cluster transfer
GO:0097435,supramolecular fiber organization
GO:0097437,maintenance of dormancy
GO:0097466,ubiquitin-dependent glycoprotein ERAD pathway
GO:0097468,programmed cell death in response to reactive oxygen species
GO:0097501,stress response to metal ion
GO:0097502,mannosylation
GO:0097503,sialylation
GO:0097510,"base-excision repair, AP site formation via deaminated base removal"
GO:0097551,mitochondrial double-strand break repair
GO:0097552,mitochondrial double-strand break repair via homologous recombination
GO:0097576,vacuole fusion
GO:0097577,sequestering of iron ion
GO:0097659,nucleic acid-templated transcription
GO:0097712,"vesicle targeting, trans-Golgi to periciliary membrane compartment"
GO:0098532,histone H3-K27 trimethylation
GO:0098534,centriole assembly
GO:0098542,defense response to other organism
GO:0098609,cell-cell adhesion
GO:0098655,cation transmembrane transport
GO:0098656,anion transmembrane transport
GO:0098657,import into cell
GO:0098659,inorganic cation import across plasma membrane
GO:0098660,inorganic ion transmembrane transport
GO:0098661,inorganic anion transmembrane transport
GO:0098662,inorganic cation transmembrane transport
GO:0098712,L-glutamate import across plasma membrane
GO:0098719,sodium ion import across plasma membrane
GO:0098727,maintenance of cell number
GO:0098732,macromolecule deacylation
GO:0098734,macromolecule depalmitoylation
GO:0098739,import across plasma membrane
GO:0098754,detoxification
GO:0098762,meiotic cell cycle phase
GO:0098763,mitotic cell cycle phase
GO:0098764,meiosis I cell cycle phase
GO:0098771,inorganic ion homeostasis
GO:0098781,ncRNA transcription
GO:0098787,mRNA cleavage involved in mRNA processing
GO:0098789,pre-mRNA cleavage required for polyadenylation
GO:0098813,nuclear chromosome segregation
GO:0098838,folate transmembrane transport
GO:0098849,cellular detoxification of cadmium ion
GO:0098869,cellular oxidant detoxification
GO:0098876,vesicle-mediated transport to the plasma membrane
GO:0098927,vesicle-mediated transport between endosomal compartments
GO:0099022,vesicle tethering
GO:0099111,microtubule-based transport
GO:0099116,tRNA 5'-end processing
GO:0099402,plant organ development
GO:0099500,vesicle fusion to plasma membrane
GO:0099515,actin filament-based transport
GO:0099518,vesicle cytoskeletal trafficking
GO:0099587,inorganic ion import across plasma membrane
GO:0104004,cellular response to environmental stimulus
GO:0106004,tRNA (guanine-N7)-methylation
GO:0106005,RNA 5'-cap (guanine-N7)-methylation
GO:0106035,protein maturation by [4Fe-4S] cluster transfer
GO:0106074,aminoacyl-tRNA metabolism involved in translational fidelity
GO:0106354,tRNA surveillance
GO:0106380,purine ribonucleotide salvage
GO:0110051,metabolite repair
GO:0110053,regulation of actin filament organization
GO:0110095,cellular detoxification of aldehyde
GO:0110096,cellular response to aldehyde
GO:0110102,ribulose bisphosphate carboxylase complex assembly
GO:0110104,mRNA alternative polyadenylation
GO:0110154,RNA decapping
GO:0110155,NAD-cap decapping
GO:0110156,methylguanosine-cap decapping
GO:0120009,intermembrane lipid transfer
GO:0120029,proton export across plasma membrane
GO:0120031,plasma membrane bounded cell projection assembly
GO:0120036,plasma membrane bounded cell projection organization
GO:0120178,steroid hormone biosynthetic process
GO:0120251,hydrocarbon biosynthetic process
GO:0120252,hydrocarbon metabolic process
GO:0120253,hydrocarbon catabolic process
GO:0120254,olefinic compound metabolic process
GO:0120255,olefinic compound biosynthetic process
GO:0120256,olefinic compound catabolic process
GO:0120261,regulation of heterochromatin organization
GO:0140013,meiotic nuclear division
GO:0140014,mitotic nuclear division
GO:0140021,mitochondrial ADP transmembrane transport
GO:0140029,exocytic process
GO:0140042,lipid droplet formation
GO:0140053,mitochondrial gene expression
GO:0140056,organelle localization by membrane tethering
GO:0140115,export across plasma membrane
GO:0140352,export from cell
GO:0140527,reciprocal homologous recombination
GO:0140546,defense response to symbiont
GO:0140568,extraction of mislocalized protein from membrane
GO:0140570,extraction of mislocalized protein from mitochondrial outer membrane
GO:0140647,P450-containing electron transport chain
GO:0140673,co-transcriptional chromatin reassembly
GO:0140694,non-membrane-bounded organelle assembly
GO:0140718,facultative heterochromatin formation
GO:0140719,constitutive heterochromatin formation
GO:1900034,regulation of cellular response to heat
GO:1900037,regulation of cellular response to hypoxia
GO:1900038,negative regulation of cellular response to hypoxia
GO:1900055,regulation of leaf senescence
GO:1900057,positive regulation of leaf senescence
GO:1900140,regulation of seedling development
GO:1900150,regulation of defense response to fungus
GO:1900247,regulation of cytoplasmic translational elongation
GO:1900363,regulation of mRNA polyadenylation
GO:1900364,negative regulation of mRNA polyadenylation
GO:1900368,regulation of post-transcriptional gene silencing by RNA
GO:1900370,positive regulation of post-transcriptional gene silencing by RNA
GO:1900457,regulation of brassinosteroid mediated signaling pathway
GO:1900458,negative regulation of brassinosteroid mediated signaling pathway
GO:1900618,regulation of shoot system morphogenesis
GO:1900864,mitochondrial RNA modification
GO:1900865,chloroplast RNA modification
GO:1900871,chloroplast mRNA modification
GO:1901000,regulation of response to salt stress
GO:1901001,negative regulation of response to salt stress
GO:1901004,ubiquinone-6 metabolic process
GO:1901006,ubiquinone-6 biosynthetic process
GO:1901028,regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway
GO:1901029,negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway
GO:1901031,regulation of response to reactive oxygen species
GO:1901071,glucosamine-containing compound metabolic process
GO:1901072,glucosamine-containing compound catabolic process
GO:1901096,regulation of autophagosome maturation
GO:1901135,carbohydrate derivative metabolic process
GO:1901136,carbohydrate derivative catabolic process
GO:1901137,carbohydrate derivative biosynthetic process
GO:1901255,nucleotide-excision repair involved in interstrand cross-link repair
GO:1901259,chloroplast rRNA processing
GO:1901264,carbohydrate derivative transport
GO:1901269,lipooligosaccharide metabolic process
GO:1901271,lipooligosaccharide biosynthetic process
GO:1901292,nucleoside phosphate catabolic process
GO:1901293,nucleoside phosphate biosynthetic process
GO:1901334,lactone metabolic process
GO:1901336,lactone biosynthetic process
GO:1901348,positive regulation of secondary cell wall biogenesis
GO:1901360,organic cyclic compound metabolic process
GO:1901361,organic cyclic compound catabolic process
GO:1901362,organic cyclic compound biosynthetic process
GO:1901371,regulation of leaf morphogenesis
GO:1901407,regulation of phosphorylation of RNA polymerase II C-terminal domain
GO:1901419,regulation of response to alcohol
GO:1901420,negative regulation of response to alcohol
GO:1901475,pyruvate transmembrane transport
GO:1901522,positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus
GO:1901535,regulation of DNA demethylation
GO:1901537,positive regulation of DNA demethylation
GO:1901564,organonitrogen compound metabolic process
GO:1901565,organonitrogen compound catabolic process
GO:1901566,organonitrogen compound biosynthetic process
GO:1901568,fatty acid derivative metabolic process
GO:1901570,fatty acid derivative biosynthetic process
GO:1901575,organic substance catabolic process
GO:1901576,organic substance biosynthetic process
GO:1901600,strigolactone metabolic process
GO:1901601,strigolactone biosynthetic process
GO:1901605,alpha-amino acid metabolic process
GO:1901606,alpha-amino acid catabolic process
GO:1901607,alpha-amino acid biosynthetic process
GO:1901615,organic hydroxy compound metabolic process
GO:1901616,organic hydroxy compound catabolic process
GO:1901617,organic hydroxy compound biosynthetic process
GO:1901642,nucleoside transmembrane transport
GO:1901657,glycosyl compound metabolic process
GO:1901658,glycosyl compound catabolic process
GO:1901659,glycosyl compound biosynthetic process
GO:1901661,quinone metabolic process
GO:1901663,quinone biosynthetic process
GO:1901668,regulation of superoxide dismutase activity
GO:1901671,positive regulation of superoxide dismutase activity
GO:1901673,regulation of mitotic spindle assembly
GO:1901678,iron coordination entity transport
GO:1901679,nucleotide transmembrane transport
GO:1901698,response to nitrogen compound
GO:1901699,cellular response to nitrogen compound
GO:1901700,response to oxygen-containing compound
GO:1901701,cellular response to oxygen-containing compound
GO:1901800,positive regulation of proteasomal protein catabolic process
GO:1901847,nicotinate metabolic process
GO:1901879,regulation of protein depolymerization
GO:1901880,negative regulation of protein depolymerization
GO:1901881,positive regulation of protein depolymerization
GO:1901891,regulation of cell septum assembly
GO:1901962,S-adenosyl-L-methionine transmembrane transport
GO:1901965,endoplasmic reticulum to chloroplast transport
GO:1901970,positive regulation of mitotic sister chromatid separation
GO:1901976,regulation of cell cycle checkpoint
GO:1901983,regulation of protein acetylation
GO:1901984,negative regulation of protein acetylation
GO:1901985,positive regulation of protein acetylation
GO:1901987,regulation of cell cycle phase transition
GO:1901988,negative regulation of cell cycle phase transition
GO:1901989,positive regulation of cell cycle phase transition
GO:1901990,regulation of mitotic cell cycle phase transition
GO:1901991,negative regulation of mitotic cell cycle phase transition
GO:1901992,positive regulation of mitotic cell cycle phase transition
GO:1901999,homogentisate metabolic process
GO:1902000,homogentisate catabolic process
GO:1902001,fatty acid transmembrane transport
GO:1902022,L-lysine transport
GO:1902025,nitrate import
GO:1902047,polyamine transmembrane transport
GO:1902074,response to salt
GO:1902099,regulation of metaphase/anaphase transition of cell cycle
GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle
GO:1902101,positive regulation of metaphase/anaphase transition of cell cycle
GO:1902108,regulation of mitochondrial membrane permeability involved in apoptotic process
GO:1902110,positive regulation of mitochondrial membrane permeability involved in apoptotic process
GO:1902115,regulation of organelle assembly
GO:1902170,cellular response to reactive nitrogen species
GO:1902182,shoot apical meristem development
GO:1902183,regulation of shoot apical meristem development
GO:1902221,erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process
GO:1902222,erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process
