mf,name
GO:0042283,"dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
GO:0042284,sphingolipid delta-4 desaturase activity
GO:0042285,xylosyltransferase activity
GO:0042286,"glutamate-1-semialdehyde 2,1-aminomutase activity"
GO:0042292,URM1 activating enzyme activity
GO:0042300,beta-amyrin synthase activity
GO:0042301,phosphate ion binding
GO:0042389,omega-3 fatty acid desaturase activity
GO:0042392,sphingosine-1-phosphate phosphatase activity
GO:0042393,histone binding
GO:0042409,caffeoyl-CoA O-methyltransferase activity
GO:0042500,"aspartic endopeptidase activity, intramembrane cleaving"
GO:0042562,hormone binding
GO:0042577,lipid phosphatase activity
GO:0042578,phosphoric ester hydrolase activity
GO:0042586,peptide deformylase activity
GO:0042625,ATPase-coupled ion transmembrane transporter activity
GO:0042626,ATPase-coupled transmembrane transporter activity
GO:0042781,3'-tRNA processing endoribonuclease activity
GO:0042800,histone methyltransferase activity (H3-K4 specific)
GO:0042802,identical protein binding
GO:0042803,protein homodimerization activity
GO:0042879,aldonate transmembrane transporter activity
GO:0042887,amide transmembrane transporter activity
GO:0042910,xenobiotic transmembrane transporter activity
GO:0042937,tripeptide transmembrane transporter activity
GO:0042973,"glucan endo-1,3-beta-D-glucosidase activity"
GO:0043014,alpha-tubulin binding
GO:0043015,gamma-tubulin binding
GO:0043021,ribonucleoprotein complex binding
GO:0043022,ribosome binding
GO:0043023,ribosomal large subunit binding
GO:0043024,ribosomal small subunit binding
GO:0043047,single-stranded telomeric DNA binding
GO:0043115,precorrin-2 dehydrogenase activity
GO:0043130,ubiquitin binding
GO:0043136,glycerol-3-phosphatase activity
GO:0043138,3'-5' DNA helicase activity
GO:0043139,5'-3' DNA helicase activity
GO:0043167,ion binding
GO:0043168,anion binding
GO:0043169,cation binding
GO:0043175,RNA polymerase core enzyme binding
GO:0043177,organic acid binding
GO:0043178,alcohol binding
GO:0043295,glutathione binding
GO:0043333,"2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity"
GO:0043399,tRNA A64-2'-O-ribosylphosphate transferase activity
GO:0043424,protein histidine kinase binding
GO:0043495,protein-membrane adaptor activity
GO:0043531,ADP binding
GO:0043539,protein serine/threonine kinase activator activity
GO:0043546,molybdopterin cofactor binding
GO:0043565,sequence-specific DNA binding
GO:0043621,protein self-association
GO:0043682,P-type divalent copper transporter activity
GO:0043715,"2,3-diketo-5-methylthiopentyl-1-phosphate enolase activity"
GO:0043716,2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase activity
GO:0043727,5-amino-4-imidazole carboxylate lyase activity
GO:0043733,DNA-3-methylbase glycosylase activity
GO:0043734,DNA-N1-methyladenine dioxygenase activity
GO:0043743,LPPG:FO 2-phospho-L-lactate transferase activity
GO:0043812,phosphatidylinositol-4-phosphate phosphatase activity
GO:0043813,"phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity"
GO:0043842,Kdo transferase activity
GO:0043874,acireductone synthase activity
GO:0043878,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity
GO:0043891,glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating) activity
GO:0043916,DNA-7-methylguanine glycosylase activity
GO:0043998,H2A histone acetyltransferase activity
GO:0044183,protein folding chaperone
GO:0044318,L-aspartate:fumarate oxidoreductase activity
GO:0044389,ubiquitin-like protein ligase binding
GO:0044390,ubiquitin-like protein conjugating enzyme binding
GO:0044548,S100 protein binding
GO:0044620,ACP phosphopantetheine attachment site binding
GO:0044715,8-oxo-dGDP phosphatase activity
GO:0044769,"ATPase activity, coupled to transmembrane movement of ions, rotational mechanism"
GO:0044877,protein-containing complex binding
GO:0045127,N-acetylglucosamine kinase activity
GO:0045140,inositol phosphoceramide synthase activity
GO:0045145,single-stranded DNA 5'-3' exodeoxyribonuclease activity
GO:0045156,"electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity"
GO:0045158,"electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity"
GO:0045159,myosin II binding
GO:0045174,glutathione dehydrogenase (ascorbate) activity
GO:0045181,"glutamate synthase activity, NAD(P)H as acceptor"
GO:0045182,translation regulator activity
GO:0045296,cadherin binding
GO:0045300,acyl-[acyl-carrier-protein] desaturase activity
GO:0045309,protein phosphorylated amino acid binding
GO:0045330,aspartyl esterase activity
GO:0045430,chalcone isomerase activity
GO:0045431,flavonol synthase activity
GO:0045436,lycopene beta cyclase activity
GO:0045486,naringenin 3-dioxygenase activity
GO:0045505,dynein intermediate chain binding
GO:0045543,gibberellin 2-beta-dioxygenase activity
GO:0045544,gibberellin 20-oxidase activity
GO:0045547,dehydrodolichyl diphosphate synthase activity
GO:0045548,phenylalanine ammonia-lyase activity
GO:0045549,9-cis-epoxycarotenoid dioxygenase activity
GO:0045550,geranylgeranyl reductase activity
GO:0045551,cinnamyl-alcohol dehydrogenase activity
GO:0045552,dihydrokaempferol 4-reductase activity
GO:0045703,ketoreductase activity
GO:0045735,nutrient reservoir activity
GO:0046030,inositol trisphosphate phosphatase activity
GO:0046316,gluconokinase activity
GO:0046406,magnesium protoporphyrin IX methyltransferase activity
GO:0046408,chlorophyll synthetase activity
GO:0046422,violaxanthin de-epoxidase activity
GO:0046423,allene-oxide cyclase activity
GO:0046429,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity
GO:0046481,digalactosyldiacylglycerol synthase activity
GO:0046507,UDPsulfoquinovose synthase activity
GO:0046508,"hydrolase activity, acting on carbon-sulfur bonds"
GO:0046509,"1,2-diacylglycerol 3-beta-galactosyltransferase activity"
GO:0046510,UDP-sulfoquinovose:DAG sulfoquinovosyltransferase activity
GO:0046522,S-methyl-5-thioribose kinase activity
GO:0046523,S-methyl-5-thioribose-1-phosphate isomerase activity
GO:0046524,sucrose-phosphate synthase activity
GO:0046527,glucosyltransferase activity
GO:0046537,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity"
GO:0046554,malate dehydrogenase (NADP+) activity
GO:0046556,alpha-L-arabinofuranosidase activity
GO:0046570,methylthioribulose 1-phosphate dehydratase activity
GO:0046577,long-chain-alcohol oxidase activity
GO:0046592,polyamine oxidase activity
GO:0046608,carotenoid isomerase activity
GO:0046624,sphingolipid transporter activity
GO:0046625,sphingolipid binding
GO:0046715,active borate transmembrane transporter activity
GO:0046820,4-amino-4-deoxychorismate synthase activity
GO:0046857,"oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor"
GO:0046863,"ribulose-1,5-bisphosphate carboxylase/oxygenase activator activity"
GO:0046872,metal ion binding
GO:0046873,metal ion transmembrane transporter activity
GO:0046906,tetrapyrrole binding
GO:0046910,pectinesterase inhibitor activity
GO:0046912,"acyltransferase activity, acyl groups converted into alkyl on transfer"
GO:0046914,transition metal ion binding
GO:0046915,transition metal ion transmembrane transporter activity
GO:0046920,alpha-(1->3)-fucosyltransferase activity
GO:0046921,alpha-(1->6)-fucosyltransferase activity
GO:0046922,peptide-O-fucosyltransferase activity
GO:0046923,ER retention sequence binding
GO:0046933,"proton-transporting ATP synthase activity, rotational mechanism"
GO:0046943,carboxylic acid transmembrane transporter activity
GO:0046961,"proton-transporting ATPase activity, rotational mechanism"
GO:0046964,3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity
GO:0046975,histone methyltransferase activity (H3-K36 specific)
GO:0046976,histone methyltransferase activity (H3-K27 specific)
GO:0046982,protein heterodimerization activity
GO:0046983,protein dimerization activity
GO:0047134,protein-disulfide reductase (NAD(P)) activity
GO:0047150,betaine-homocysteine S-methyltransferase activity
GO:0047196,long-chain-alcohol O-fatty-acyltransferase activity
GO:0047216,inositol 3-alpha-galactosyltransferase activity
GO:0047262,polygalacturonate 4-alpha-galacturonosyltransferase activity
GO:0047274,galactinol-sucrose galactosyltransferase activity
GO:0047293,4-hydroxybenzoate nonaprenyltransferase activity
GO:0047325,inositol tetrakisphosphate 1-kinase activity
GO:0047326,inositol tetrakisphosphate 5-kinase activity
GO:0047334,diphosphate-fructose-6-phosphate 1-phosphotransferase activity
GO:0047364,desulfoglucosinolate sulfotransferase activity
GO:0047372,acylglycerol lipase activity
GO:0047412,N-(long-chain-acyl)ethanolamine deacylase activity
GO:0047427,cyanoalanine nitrilase activity
GO:0047429,nucleoside triphosphate diphosphatase activity
GO:0047443,4-hydroxy-4-methyl-2-oxoglutarate aldolase activity
GO:0047451,3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity
GO:0047453,ATP-dependent NAD(P)H-hydrate dehydratase activity
GO:0047493,ceramide cholinephosphotransferase activity
GO:0047498,calcium-dependent phospholipase A2 activity
GO:0047517,"1,4-beta-D-xylan synthase activity"
GO:0047545,2-hydroxyglutarate dehydrogenase activity
GO:0047560,3-dehydrosphinganine reductase activity
GO:0047617,acyl-CoA hydrolase activity
GO:0047623,adenosine-phosphate deaminase activity
GO:0047627,adenylylsulfatase activity
GO:0047631,ADP-ribose diphosphatase activity
GO:0047632,agmatine deiminase activity
GO:0047634,agmatine N4-coumaroyltransferase activity
GO:0047635,alanine-oxo-acid transaminase activity
GO:0047641,aldose-6-phosphate reductase (NADPH) activity
GO:0047661,amino-acid racemase activity
GO:0047710,bis(5'-adenosyl)-triphosphatase activity
GO:0047734,CDP-glycerol diphosphatase activity
GO:0047746,chlorophyllase activity
GO:0047750,cholestenol delta-isomerase activity
GO:0047751,cholestenone 5-alpha-reductase activity
GO:0047769,arogenate dehydratase activity
GO:0047780,citrate dehydratase activity
GO:0047793,cycloeucalenol cycloisomerase activity
GO:0047840,dCTP diphosphatase activity
GO:0047874,dolichyldiphosphatase activity
GO:0047912,galacturonokinase activity
GO:0047918,"GDP-mannose 3,5-epimerase activity"
GO:0047938,glucose-6-phosphate 1-epimerase activity
GO:0047952,glycerol-3-phosphate dehydrogenase [NAD(P)+] activity
GO:0047958,glycine:2-oxoglutarate aminotransferase activity
GO:0047974,guanosine deaminase activity
GO:0048018,receptor ligand activity
GO:0048027,mRNA 5'-UTR binding
GO:0048029,monosaccharide binding
GO:0048038,quinone binding
GO:0048039,ubiquinone binding
GO:0048040,UDP-glucuronate decarboxylase activity
GO:0048244,phytanoyl-CoA dioxygenase activity
GO:0048256,flap endonuclease activity
GO:0048257,3'-flap endonuclease activity
GO:0048306,calcium-dependent protein binding
GO:0048487,beta-tubulin binding
GO:0048529,magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity
GO:0048531,"beta-1,3-galactosyltransferase activity"
GO:0050017,L-3-cyanoalanine synthase activity
GO:0050048,L-leucine:2-oxoglutarate aminotransferase activity
GO:0050072,m7G(5')pppN diphosphatase activity
GO:0050080,malonyl-CoA decarboxylase activity
GO:0050105,L-gulonolactone oxidase activity
GO:0050113,inositol oxygenase activity
GO:0050126,N-carbamoylputrescine amidase activity
GO:0050136,NADH dehydrogenase (quinone) activity
GO:0050145,nucleoside monophosphate kinase activity
GO:0050155,ornithine(lysine) transaminase activity
GO:0050178,phenylpyruvate tautomerase activity
GO:0050201,fucokinase activity
GO:0050220,prostaglandin-E synthase activity
GO:0050242,"pyruvate, phosphate dikinase activity"
GO:0050265,RNA uridylyltransferase activity
GO:0050285,sinapine esterase activity
GO:0050291,sphingosine N-acyltransferase activity
GO:0050302,indole-3-acetaldehyde oxidase activity
GO:0050307,sucrose-phosphate phosphatase activity
GO:0050308,sugar-phosphatase activity
GO:0050311,sulfite reductase (ferredoxin) activity
GO:0050313,sulfur dioxygenase activity
GO:0050343,trans-2-enoyl-CoA reductase (NAD+) activity
GO:0050355,inorganic triphosphate phosphatase activity
GO:0050373,UDP-arabinose 4-epimerase activity
GO:0050377,"UDP-glucose 4,6-dehydratase activity"
GO:0050463,nitrate reductase [NAD(P)H] activity
GO:0050464,nitrate reductase (NADPH) activity
GO:0050486,"intramolecular transferase activity, transferring hydroxy groups"
GO:0050497,alkylthioltransferase activity
GO:0050511,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity
GO:0050515,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity
GO:0050518,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity
GO:0050567,glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity
GO:0050577,GDP-L-fucose synthase activity
GO:0050589,leucocyanidin oxygenase activity
GO:0050613,delta14-sterol reductase activity
GO:0050614,delta24-sterol reductase activity
GO:0050660,flavin adenine dinucleotide binding
GO:0050661,NADP binding
GO:0050664,"oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor"
GO:0050815,phosphoserine residue binding
GO:0050833,pyruvate transmembrane transporter activity
GO:0050839,cell adhesion molecule binding
GO:0050897,cobalt ion binding
GO:0050997,quaternary ammonium group binding
GO:0051002,"ligase activity, forming nitrogen-metal bonds"
GO:0051003,"ligase activity, forming nitrogen-metal bonds, forming coordination complexes"
GO:0051010,microtubule plus-end binding
GO:0051011,microtubule minus-end binding
GO:0051015,actin filament binding
GO:0051018,protein kinase A binding
GO:0051020,GTPase binding
GO:0051060,pullulanase activity
GO:0051082,unfolded protein binding
GO:0051087,chaperone binding
GO:0051117,ATPase binding
GO:0051119,sugar transmembrane transporter activity
GO:0051139,metal cation:proton antiporter activity
GO:0051192,prosthetic group binding
GO:0051213,dioxygenase activity
GO:0051219,phosphoprotein binding
GO:0051267,CP2 mannose-ethanolamine phosphotransferase activity
GO:0051287,NAD binding
GO:0051377,mannose-ethanolamine phosphotransferase activity
GO:0051499,D-aminoacyl-tRNA deacylase activity
GO:0051536,iron-sulfur cluster binding
GO:0051537,"2 iron, 2 sulfur cluster binding"
GO:0051538,"3 iron, 4 sulfur cluster binding"
GO:0051539,"4 iron, 4 sulfur cluster binding"
GO:0051540,metal cluster binding
GO:0051721,protein phosphatase 2A binding
GO:0051723,protein methylesterase activity
GO:0051724,NAD transmembrane transporter activity
GO:0051731,polynucleotide 5'-hydroxyl-kinase activity
GO:0051740,ethylene binding
GO:0051741,"2-methyl-6-phytyl-1,4-benzoquinone methyltransferase activity"
GO:0051743,red chlorophyll catabolite reductase activity
GO:0051745,4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity
GO:0051747,cytosine C-5 DNA demethylase activity
GO:0051748,UTP-monosaccharide-1-phosphate uridylyltransferase activity
GO:0051750,"delta(3,5)-delta(2,4)-dienoyl-CoA isomerase activity"
GO:0051751,"alpha-1,4-mannosyltransferase activity"
GO:0051753,mannan synthase activity
GO:0051765,inositol tetrakisphosphate kinase activity
GO:0051766,inositol trisphosphate kinase activity
GO:0051777,ent-kaurenoate oxidase activity
GO:0051787,misfolded protein binding
GO:0051879,Hsp90 protein binding
GO:0051903,S-(hydroxymethyl)glutathione dehydrogenase activity
GO:0051920,peroxiredoxin activity
GO:0051980,iron-nicotianamine transmembrane transporter activity
GO:0051996,squalene synthase activity
GO:0051998,protein carboxyl O-methyltransferase activity
GO:0052381,tRNA dimethylallyltransferase activity
GO:0052590,sn-glycerol-3-phosphate:ubiquinone oxidoreductase activity
GO:0052591,sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity
GO:0052592,"oxidoreductase activity, acting on CH or CH2 groups, with an iron-sulfur protein as acceptor"
GO:0052593,tryptamine:oxygen oxidoreductase (deaminating) activity
GO:0052594,aminoacetone:oxygen oxidoreductase(deaminating) activity
GO:0052595,aliphatic amine oxidase activity
GO:0052596,phenethylamine:oxygen oxidoreductase (deaminating) activity
GO:0052615,ent-kaurene oxidase activity
GO:0052624,"2-phytyl-1,4-naphthoquinone methyltransferase activity"
GO:0052629,"phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity"
GO:0052634,C-19 gibberellin 2-beta-dioxygenase activity
GO:0052635,C-20 gibberellin 2-beta-dioxygenase activity
GO:0052636,arabinosyltransferase activity
GO:0052654,L-leucine transaminase activity
GO:0052655,L-valine transaminase activity
GO:0052656,L-isoleucine transaminase activity
GO:0052662,zeaxanthin epoxidase activity
GO:0052684,"L-serine hydro-lyase (adding indole, L-tryptophan-forming) activity"
GO:0052689,carboxylic ester hydrolase activity
GO:0052691,UDP-arabinopyranose mutase activity
GO:0052692,raffinose alpha-galactosidase activity
GO:0052716,hydroquinone:oxygen oxidoreductase activity
GO:0052717,tRNA-specific adenosine-34 deaminase activity
GO:0052723,inositol hexakisphosphate 1-kinase activity
GO:0052724,inositol hexakisphosphate 3-kinase activity
GO:0052725,"inositol-1,3,4-trisphosphate 6-kinase activity"
GO:0052726,"inositol-1,3,4-trisphosphate 5-kinase activity"
GO:0052735,tRNA (cytosine-3-)-methyltransferase activity
GO:0052736,beta-glucanase activity
GO:0052742,phosphatidylinositol kinase activity
GO:0052744,phosphatidylinositol monophosphate phosphatase activity
GO:0052745,inositol phosphate phosphatase activity
GO:0052793,pectin acetylesterase activity
GO:0052821,DNA-7-methyladenine glycosylase activity
GO:0052822,DNA-3-methylguanine glycosylase activity
GO:0052832,inositol monophosphate 3-phosphatase activity
GO:0052833,inositol monophosphate 4-phosphatase activity
GO:0052834,inositol monophosphate phosphatase activity
GO:0052855,ADP-dependent NAD(P)H-hydrate dehydratase activity
GO:0052856,NADHX epimerase activity
GO:0052857,NADPHX epimerase activity
GO:0052861,"glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group"
GO:0052862,"glucan endo-1,4-beta-glucanase activity, C-3 substituted reducing group"
GO:0052866,phosphatidylinositol phosphate phosphatase activity
GO:0052880,"oxidoreductase activity, acting on diphenols and related substances as donors, with copper protein as acceptor"
GO:0052886,"9,9'-dicis-carotene:quinone oxidoreductase activity"
GO:0052887,"7,9,9'-tricis-neurosporene:quinone oxidoreductase activity"
GO:0052890,"oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor"
GO:0052905,tRNA (guanine(9)-N(1))-methyltransferase activity
GO:0052906,tRNA (guanine(37)-N(1))-methyltransferase activity
GO:0052907,23S rRNA (adenine(1618)-N(6))-methyltransferase activity
GO:0052918,"dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity"
GO:0052925,"dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity"
GO:0052926,"dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity"
GO:0052927,CTP:tRNA cytidylyltransferase activity
GO:0052929,ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity
GO:0055106,ubiquitin-protein transferase regulator activity
GO:0060089,molecular transducer activity
GO:0060090,molecular adaptor activity
GO:0060589,nucleoside-triphosphatase regulator activity
GO:0060590,ATPase regulator activity
GO:0061133,endopeptidase activator activity
GO:0061134,peptidase regulator activity
GO:0061135,endopeptidase regulator activity
GO:0061503,tRNA threonylcarbamoyladenosine dehydratase
GO:0061513,glucose 6-phosphate:inorganic phosphate antiporter activity
GO:0061522,"1,4-dihydroxy-2-naphthoyl-CoA thioesterase activity"
GO:0061542,3-demethylubiquinol-n 3-O-methyltransferase activity
GO:0061575,cyclin-dependent protein serine/threonine kinase activator activity
GO:0061578,Lys63-specific deubiquitinase activity
GO:0061604,molybdopterin-synthase sulfurtransferase activity
GO:0061605,molybdopterin-synthase adenylyltransferase activity
GO:0061608,nuclear import signal receptor activity
GO:0061630,ubiquitin protein ligase activity
GO:0061631,ubiquitin conjugating enzyme activity
GO:0061632,RNA lariat debranching enzyme activator activity
GO:0061650,ubiquitin-like protein conjugating enzyme activity
GO:0061656,SUMO conjugating enzyme activity
GO:0061657,UFM1 conjugating enzyme activity
GO:0061659,ubiquitin-like protein ligase activity
GO:0061665,SUMO ligase activity
GO:0061666,UFM1 ligase activity
GO:0061708,tRNA-5-taurinomethyluridine 2-sulfurtransferase
GO:0061711,N(6)-L-threonylcarbamoyladenine synthase activity
GO:0061731,ribonucleoside-diphosphate reductase activity
GO:0061733,peptide-lysine-N-acetyltransferase activity
GO:0061775,cohesin loading activity
GO:0061798,"GTP 3',8'-cyclase activity"
GO:0061799,cyclic pyranopterin monophosphate synthase activity
GO:0061863,microtubule plus end polymerase
GO:0061929,gamma-glutamylaminecyclotransferase activity
GO:0062064,box C/D snoRNP complex binding
GO:0062105,RNA 2'-O-methyltransferase activity
GO:0070001,aspartic-type peptidase activity
GO:0070003,threonine-type peptidase activity
GO:0070004,cysteine-type exopeptidase activity
GO:0070006,metalloaminopeptidase activity
GO:0070008,serine-type exopeptidase activity
GO:0070012,oligopeptidase activity
GO:0070034,telomerase RNA binding
GO:0070037,rRNA (pseudouridine) methyltransferase activity
GO:0070042,rRNA (uridine-N3-)-methyltransferase activity
GO:0070043,rRNA (guanine-N7-)-methyltransferase activity
GO:0070063,RNA polymerase binding
GO:0070180,large ribosomal subunit rRNA binding
GO:0070181,small ribosomal subunit rRNA binding
GO:0070182,DNA polymerase binding
GO:0070204,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity
GO:0070259,tyrosyl-DNA phosphodiesterase activity
GO:0070260,5'-tyrosyl-DNA phosphodiesterase activity
GO:0070279,vitamin B6 binding
GO:0070290,N-acylphosphatidylethanolamine-specific phospholipase D activity
GO:0070300,phosphatidic acid binding
GO:0070336,flap-structured DNA binding
GO:0070401,NADP+ binding
GO:0070402,NADPH binding
GO:0070403,NAD+ binding
GO:0070546,L-phenylalanine aminotransferase activity
GO:0070547,L-tyrosine aminotransferase activity
GO:0070548,L-glutamine aminotransferase activity
GO:0070566,adenylyltransferase activity
GO:0070567,cytidylyltransferase activity
GO:0070568,guanylyltransferase activity
GO:0070569,uridylyltransferase activity
GO:0070577,lysine-acetylated histone binding
GO:0070626,(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido) succinate lyase (fumarate-forming) activity
GO:0070628,proteasome binding
GO:0070704,sterol desaturase activity
GO:0070717,poly-purine tract binding
GO:0070773,protein-N-terminal glutamine amidohydrolase activity
GO:0070818,protoporphyrinogen oxidase activity
GO:0070905,serine binding
GO:0071074,eukaryotic initiation factor eIF2 binding
GO:0071077,"adenosine 3',5'-bisphosphate transmembrane transporter activity"
GO:0071164,RNA trimethylguanosine synthase activity
GO:0071522,ureidoglycine aminohydrolase activity
GO:0071566,UFM1 activating enzyme activity
GO:0071568,UFM1 transferase activity
GO:0071617,lysophospholipid acyltransferase activity
GO:0071916,dipeptide transmembrane transporter activity
GO:0071917,triose-phosphate transmembrane transporter activity
GO:0071933,Arp2/3 complex binding
GO:0071949,FAD binding
GO:0072328,alkene binding
GO:0072341,modified amino acid binding
GO:0072349,modified amino acid transmembrane transporter activity
GO:0072354,histone kinase activity (H3-T3 specific)
GO:0072374,carotene epsilon hydroxylase activity
GO:0072542,protein phosphatase activator activity
GO:0072582,17-beta-hydroxysteroid dehydrogenase (NADP+) activity
GO:0080012,trihydroxyferuloyl spermidine O-methyltransferase activity
GO:0080019,fatty-acyl-CoA reductase (alcohol-forming) activity
GO:0080025,"phosphatidylinositol-3,5-bisphosphate binding"
GO:0080030,methyl indole-3-acetate esterase activity
GO:0080031,methyl salicylate esterase activity
GO:0080032,methyl jasmonate esterase activity
GO:0080041,ADP-ribose pyrophosphohydrolase activity
GO:0080042,ADP-glucose pyrophosphohydrolase activity
GO:0080043,quercetin 3-O-glucosyltransferase activity
GO:0080044,quercetin 7-O-glucosyltransferase activity
GO:0080048,GDP-D-glucose phosphorylase activity
GO:0080076,caffeoyl CoA:S-adenosyl-L-methionine O-methyltransferase activity
GO:0080077,trihydroxyferuloyl spermidine:S-adenosyl-L-methionine O-methyltransferase activity
GO:0080078,tricaffeoyl spermidine:S-adenosyl-L-methionine O-methyltransferase activity
GO:0080101,phosphatidyl-N-dimethylethanolamine N-methyltransferase activity
GO:0080115,myosin XI tail binding
GO:0080116,glucuronoxylan glucuronosyltransferase activity
GO:0080123,jasmonate-amino synthetase activity
GO:0080124,pheophytinase activity
GO:0080130,L-phenylalanine:2-oxoglutarate aminotransferase activity
GO:0080132,fatty acid alpha-hydroxylase activity
GO:0080139,borate efflux transmembrane transporter activity
GO:0080161,auxin transmembrane transporter activity
GO:0090079,"translation regulator activity, nucleic acid binding"
GO:0090353,polygalacturonase inhibitor activity
GO:0090415,7-hydroxymethyl chlorophyll a reductase activity
GO:0090430,caffeoyl-CoA: alcohol caffeoyl transferase activity
GO:0090447,glycerol-3-phosphate 2-O-acyltransferase activity
GO:0090482,vitamin transmembrane transporter activity
GO:0090560,2-(3-amino-3-carboxypropyl)histidine synthase activity
GO:0090599,alpha-glucosidase activity
GO:0090729,toxin activity
GO:0097001,ceramide binding
GO:0097027,ubiquitin-protein transferase activator activity
GO:0097157,pre-mRNA intronic binding
GO:0097159,organic cyclic compound binding
GO:0097177,mitochondrial ribosome binding
GO:0097363,protein O-GlcNAc transferase activity
GO:0097367,carbohydrate derivative binding
GO:0097472,cyclin-dependent protein kinase activity
GO:0097506,deaminated base DNA N-glycosylase activity
GO:0097599,xylanase activity
GO:0097602,cullin family protein binding
GO:0097747,RNA polymerase activity
GO:0098505,G-rich strand telomeric DNA binding
GO:0098599,palmitoyl hydrolase activity
GO:0098772,molecular function regulator activity
GO:0098808,mRNA cap binding
GO:0098809,nitrite reductase activity
GO:0098847,sequence-specific single stranded DNA binding
GO:0099106,ion channel regulator activity
GO:0099122,RNA polymerase II C-terminal domain binding
GO:0101005,deubiquitinase activity
GO:0102043,isopentenyl phosphate kinase activity
GO:0102067,geranylgeranyl diphosphate reductase activity
GO:0102092,5-diphosphoinositol pentakisphosphate 3-kinase activity
GO:0102121,ceramidase activity
GO:0102148,N-acetyl-beta-D-galactosaminidase activity
GO:0102158,very-long-chain 3-hydroxyacyl-CoA dehydratase activity
GO:0102193,protein-ribulosamine 3-kinase activity
GO:0102210,rhamnogalacturonan endolyase activity
GO:0102229,amylopectin maltohydrolase activity
GO:0102250,linear malto-oligosaccharide phosphorylase activity
GO:0102293,pheophytinase b activity
GO:0102311,8-hydroxygeraniol dehydrogenase activity
GO:0102343,3-hydroxy-arachidoyl-CoA dehydratase activity
GO:0102344,3-hydroxy-behenoyl-CoA dehydratase activity
GO:0102345,3-hydroxy-lignoceroyl-CoA dehydratase activity
GO:0102389,polyprenol reductase activity
GO:0102391,decanoate-CoA ligase activity
GO:0102419,sn-2-glycerol-3-phosphate omega-OH-C22:0-CoA acyl transferase activity
GO:0102420,sn-1-glycerol-3-phosphate C16:0-DCA-CoA acyl transferase activity
GO:0102483,scopolin beta-glucosidase activity
GO:0102499,SHG alpha-glucan phosphorylase activity
GO:0102500,beta-maltose 4-alpha-glucanotransferase activity
GO:0102521,tRNA-4-demethylwyosine synthase activity
GO:0102522,tRNA 4-demethylwyosine alpha-amino-alpha-carboxypropyltransferase activity
GO:0102655,1-18:1-2-trans-16:1-phosphatidylglycerol desaturase activity
GO:0102682,N6-(Delta2-isopentenyl)-adenosine 5'-monophosphate phosphoribohydrolase activity
GO:0102704,"GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase activity"
GO:0102721,ubiquinol:oxygen oxidoreductase activity
GO:0102732,"myo-inositol-1,2,3,4,6-heptakisphosphate 5-kinase activity"
GO:0102752,"1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis)"
GO:0102756,very-long-chain 3-ketoacyl-CoA synthase activity
GO:0102769,dihydroceramide glucosyltransferase activity
GO:0102786,stearoyl-[acp] desaturase activity
GO:0102799,glucosinolate glucohydrolase activity
GO:0102834,1-18:1-2-16:0-monogalactosyldiacylglycerol acyl-lipid omega-6 desaturase activity
GO:0102836,1-18:1-2-16:1-monogalactosyldiacylglyceroldesaturase activity
GO:0102838,1-18:1-2-16:2-monogalactosyldiacylglycerol desaturase activity
